"NPAST1" "TCHANGE1" "NPAST2" "TCHANGE2" "dist" "obs"
"1" 2.32986566645017 1.59278920152488 0.18818788269992 0.178047623949255 0.00935538435090479 5
"2" 0.793332636419182 0.662451502876597 0.183167795889762 0.204144706145269 0.0244759324086643 5
"3" 2.25067411357707 0.468981194119926 0.253999950727904 0.112660165635215 0.027864953745685 5
"4" 1.70950835613483 0.959642263902636 0.179151706044926 0.201170352979512 0.0283631508997324 5
"5" 0.417823464868992 0.440654016430746 0.107850134328152 0.205254725776856 0.0382323790297513 5
"6" 0.181380422725785 1.16403881309142 0.117695725923346 0.236560225853279 0.0385077338685637 5
"7" 1.1139577796862 0.500613702351537 0.182891051406744 0.164910532645246 0.0386871300390169 5
"8" 1.77384357168578 0.676523960595088 0.231766397499254 0.156467724181701 0.0390028322106866 5
"9" 0.273772862500299 0.894678788657921 0.200791243772141 0.10770076011995 0.0403751701705401 5
"10" 0.104784155706875 0.369479780551046 0.102711726047523 0.246587980580772 0.0422400033395222 5
"11" 3.9471948569321 0.530590288799016 0.223870829354625 0.10291399647757 0.0423573253304422 5
"12" 0.231556878262199 0.25921159889549 0.228011039001599 0.164290934705521 0.0441751246304242 5
"13" 0.221743149291243 0.196203643338047 0.213631928675904 0.16406247651685 0.04772260079538 5
"14" 0.403926433453666 1.29809514184355 0.113966106921081 0.232554451296107 0.0515590304372222 5
"15" 0.890305273527154 0.503835760270505 0.165403549707206 0.153822550953478 0.054145412140661 5
"16" 3.65825621670726 0.895062177718639 0.175673648747701 0.113540797459129 0.0553321434773815 5
"17" 0.141987031445275 0.488300421431862 0.111827446678394 0.153679350955183 0.0567777615605817 5
"18" 3.16608321395993 0.588831485663766 0.197387429894143 0.207204678306979 0.0578251022069029 5
"19" 2.06031852973922 1.59623012612725 0.17674977769791 0.157077335471865 0.0589998649283768 5
"20" 0.461769216806465 0.988344910167945 0.106114720355589 0.165869149553146 0.0595295771811025 5
"21" 0.436285650485873 0.524124648489046 0.140553228398226 0.154214341072268 0.0607655698262352 5
"22" 4.8792804103541 1.38784328871697 0.263555726471587 0.130154290946899 0.0653525726645847 5
"23" 0.245689423958746 1.85928173173713 0.147055738489788 0.183609395244626 0.0659086723963615 5
"24" 3.25152344701338 0.502362442652934 0.112046891526268 0.225507629914059 0.0666734947600403 5
"25" 0.731690575587633 1.75039931654736 0.120592227429328 0.22883839406312 0.0690209318315209 5
"26" 2.1829257146924 1.06105225936765 0.221000097487489 0.14040423984195 0.0702850145140094 5
"27" 0.368661095204002 0.980213009290861 0.289856908738489 0.144619081914261 0.0702895544139487 5
"28" 0.252413587769594 0.366090397300266 0.114060497924651 0.165786531808535 0.0714325634878344 5
"29" 0.145258464485875 0.276151031245277 0.140953446030993 0.209965636812521 0.0739874163608388 5
"30" 1.24612412585596 0.791017870681211 0.164297562271505 0.169792437270837 0.0756094510967409 5
"31" 0.480445292545483 0.968766725156456 0.319218922771273 0.139029928017199 0.0761533512713636 5
"32" 0.140209280213219 0.211020040966133 0.101479604797489 0.197084444713617 0.0778248714926344 5
"33" 0.317678540772155 1.18714342293165 0.28634824205703 0.0787358447551618 0.0797748292031306 5
"34" 0.34369626897566 1.0453307957782 0.168379799659036 0.16410213499902 0.0802349811795945 5
"35" 0.197348915895955 1.41595905749009 0.137926975078523 0.176614900795507 0.0810387750410549 5
"36" 0.482325910820618 0.509096877584508 0.21170412425978 0.143921008608236 0.0820875952890417 5
"37" 0.484806910260701 0.642160498367272 0.187086634716984 0.152935330378943 0.0848371732521283 5
"38" 0.204629307263898 0.627475603346308 0.169734997969166 0.19484236918106 0.0850541542818018 5
"39" 0.518032440257495 0.508490923983195 0.290883933801484 0.0866041931560515 0.0864657206367223 5
"40" 1.29485349368772 0.344438774595217 0.107569663462741 0.225629430907894 0.0978548930899413 5
"41" 3.51594748023437 0.425807239274483 0.140133604894501 0.187410742343582 0.0985160176888206 5
"42" 0.119612873519139 1.23790057673363 0.116030467566414 0.211488220676544 0.10041759953623 5
"43" 0.922057690687279 1.84326091722492 0.318333776190686 0.099163720547984 0.100847141010015 5
"44" 0.351853604393658 1.31482342865025 0.168338857934373 0.168924392964222 0.101480143385428 5
"45" 0.188714288201688 0.97062228725539 0.179310243235587 0.184305984545524 0.101614583776163 5
"46" 0.394468428964423 1.76059934366504 0.271767105078598 0.153619617271338 0.104030428460525 5
"47" 0.227718487087448 0.938875743922782 0.172854529110976 0.268555330741933 0.105792566473011 5
"48" 0.154762715322268 0.386008267677826 0.138263041550606 0.194595592628545 0.11129740376659 5
"49" 0.36477171522835 0.929512544337085 0.169219362127245 0.210826793144496 0.111510642145763 5
"50" 1.11859603524088 0.883494710489273 0.116871396191903 0.181704940142684 0.111920200652535 5
"51" 0.913207579437347 1.46548980032574 0.257361701381901 0.162180253980063 0.114350952680258 5
"52" 0.821408089858692 0.730798828225006 0.191926969355077 0.0948304172365371 0.114666543405995 5
